"TIME","GEO","SEX","UNIT","Value"
"2019W06","Switzerland","Total","Number","1 481"
"2019W06","Switzerland","Males","Number","714"
"2019W06","Switzerland","Females","Number","767"
"2019W06","Montenegro","Total","Number","142"
"2019W06","Montenegro","Males","Number","76"
"2019W06","Montenegro","Females","Number","66"
"2019W06","Albania","Total","Number","524"
"2019W06","Albania","Males","Number","293"
"2019W06","Albania","Females","Number","231"
"2019W06","Serbia","Total","Number","2 428"
"2019W06","Serbia","Males","Number","1 209"
"2019W06","Serbia","Females","Number","1 219"
"2019W06","Andorra","Total","Number","5"
"2019W06","Andorra","Males","Number","1"
"2019W06","Andorra","Females","Number","4"
"2019W06","Armenia","Total","Number","555"
"2019W06","Armenia","Males","Number","277"
"2019W06","Armenia","Females","Number","278"
"2019W06","Georgia","Total","Number","963"
"2019W06","Georgia","Males","Number","476"
"2019W06","Georgia","Females","Number","487"
"2019W07","Belgium","Total","Number","2 409"
"2019W07","Belgium","Males","Number","1 133"
"2019W07","Belgium","Females","Number","1 276"
"2019W07","Bulgaria","Total","Number","2 300"
"2019W07","Bulgaria","Males","Number","1 205"
"2019W07","Bulgaria","Females","Number","1 095"
"2019W07","Czechia","Total","Number","2 509"
"2019W07","Czechia","Males","Number","1 299"
"2019W07","Czechia","Females","Number","1 210"
"2019W07","Denmark","Total","Number","1 176"
"2019W07","Denmark","Males","Number","613"
"2019W07","Denmark","Females","Number","563"
"2019W07","Germany (until 1990 former territory of the FRG)","Total","Number","20 150"
"2019W07","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W07","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W07","Estonia","Total","Number","317"
"2019W07","Estonia","Males","Number","139"
"2019W07","Estonia","Females","Number","178"
"2019W07","Greece","Total","Number","2 563"
"2019W07","Greece","Males","Number","1 284"
"2019W07","Greece","Females","Number","1 279"
"2019W07","Spain","Total","Number","9 363"
"2019W07","Spain","Males","Number","4 711"
"2019W07","Spain","Females","Number","4 652"
"2019W07","France","Total","Number","13 843"
"2019W07","France","Males","Number","6 825"
"2019W07","France","Females","Number","7 018"
"2019W07","Croatia","Total","Number","1 126"
"2019W07","Croatia","Males","Number","525"
"2019W07","Croatia","Females","Number","601"
"2019W07","Italy","Total","Number","15 072"
"2019W07","Italy","Males","Number","7 203"
"2019W07","Italy","Females","Number","7 869"
"2019W07","Cyprus","Total","Number","142"
"2019W07","Cyprus","Males","Number","77"
"2019W07","Cyprus","Females","Number","65"
"2019W07","Latvia","Total","Number","599"
"2019W07","Latvia","Males","Number","278"
"2019W07","Latvia","Females","Number","321"
"2019W07","Lithuania","Total","Number","800"
"2019W07","Lithuania","Males","Number","371"
"2019W07","Lithuania","Females","Number","429"
"2019W07","Luxembourg","Total","Number","112"
"2019W07","Luxembourg","Males","Number","62"
"2019W07","Luxembourg","Females","Number","50"
"2019W07","Hungary","Total","Number","3 034"
"2019W07","Hungary","Males","Number","1 422"
"2019W07","Hungary","Females","Number","1 612"
"2019W07","Malta","Total","Number","78"
"2019W07","Malta","Males","Number","33"
"2019W07","Malta","Females","Number","45"
"2019W07","Netherlands","Total","Number","3 253"
"2019W07","Netherlands","Males","Number","1 580"
"2019W07","Netherlands","Females","Number","1 673"
"2019W07","Austria","Total","Number","1 820"
"2019W07","Austria","Males","Number","892"
"2019W07","Austria","Females","Number","928"
"2019W07","Poland","Total","Number","9 241"
"2019W07","Poland","Males","Number","4 623"
"2019W07","Poland","Females","Number","4 618"
"2019W07","Portugal","Total","Number","2 711"
"2019W07","Portugal","Males","Number","1 363"
"2019W07","Portugal","Females","Number","1 348"
"2019W07","Romania","Total","Number","5 497"
"2019W07","Romania","Males","Number","2 847"
"2019W07","Romania","Females","Number","2 650"
"2019W07","Slovenia","Total","Number","474"
"2019W07","Slovenia","Males","Number","226"
"2019W07","Slovenia","Females","Number","248"
"2019W07","Slovakia","Total","Number","1 252"
"2019W07","Slovakia","Males","Number","606"
"2019W07","Slovakia","Females","Number","646"
"2019W07","Finland","Total","Number","1 089"
"2019W07","Finland","Males","Number","560"
"2019W07","Finland","Females","Number","529"
"2019W07","Sweden","Total","Number","1 764"
"2019W07","Sweden","Males","Number","888"
"2019W07","Sweden","Females","Number","876"
"2019W07","United Kingdom","Total","Number","13 319"
"2019W07","United Kingdom","Males","Number","6 582"
"2019W07","United Kingdom","Females","Number","6 737"
"2019W07","Iceland","Total","Number","47"
"2019W07","Iceland","Males","Number","23"
"2019W07","Iceland","Females","Number","24"
"2019W07","Liechtenstein","Total","Number","7"
"2019W07","Liechtenstein","Males","Number","2"
"2019W07","Liechtenstein","Females","Number","5"
"2019W07","Norway","Total","Number","914"
"2019W07","Norway","Males","Number","457"
"2019W07","Norway","Females","Number","457"
"2019W07","Switzerland","Total","Number","1 555"
"2019W07","Switzerland","Males","Number","731"
"2019W07","Switzerland","Females","Number","824"
"2019W07","Montenegro","Total","Number","140"
"2019W07","Montenegro","Males","Number","61"
"2019W07","Montenegro","Females","Number","79"
"2019W07","Albania","Total","Number","434"
"2019W07","Albania","Males","Number","231"
"2019W07","Albania","Females","Number","203"
"2019W07","Serbia","Total","Number","2 371"
"2019W07","Serbia","Males","Number","1 179"
"2019W07","Serbia","Females","Number","1 192"
"2019W07","Andorra","Total","Number","8"
"2019W07","Andorra","Males","Number","3"
"2019W07","Andorra","Females","Number","5"
"2019W07","Armenia","Total","Number","557"
"2019W07","Armenia","Males","Number","288"
"2019W07","Armenia","Females","Number","269"
"2019W07","Georgia","Total","Number","910"
"2019W07","Georgia","Males","Number","475"
"2019W07","Georgia","Females","Number","435"
"2019W08","Belgium","Total","Number","2 418"
"2019W08","Belgium","Males","Number","1 118"
"2019W08","Belgium","Females","Number","1 300"
"2019W08","Bulgaria","Total","Number","2 264"
"2019W08","Bulgaria","Males","Number","1 161"
"2019W08","Bulgaria","Females","Number","1 103"
"2019W08","Czechia","Total","Number","2 496"
"2019W08","Czechia","Males","Number","1 295"
"2019W08","Czechia","Females","Number","1 201"
"2019W08","Denmark","Total","Number","1 110"
"2019W08","Denmark","Males","Number","568"
"2019W08","Denmark","Females","Number","542"
"2019W08","Germany (until 1990 former territory of the FRG)","Total","Number","20 349"
"2019W08","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W08","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W08","Estonia","Total","Number","322"
"2019W08","Estonia","Males","Number","154"
"2019W08","Estonia","Females","Number","168"
"2019W08","Greece","Total","Number","2 660"
"2019W08","Greece","Males","Number","1 302"
"2019W08","Greece","Females","Number","1 358"
"2019W08","Spain","Total","Number","9 216"
"2019W08","Spain","Males","Number","4 605"
"2019W08","Spain","Females","Number","4 611"
"2019W08","France","Total","Number","13 735"
"2019W08","France","Males","Number","6 715"
"2019W08","France","Females","Number","7 020"
"2019W08","Croatia","Total","Number","1 093"
"2019W08","Croatia","Males","Number","538"
"2019W08","Croatia","Females","Number","555"
"2019W08","Italy","Total","Number","14 674"
"2019W08","Italy","Males","Number","6 946"
"2019W08","Italy","Females","Number","7 728"
"2019W08","Cyprus","Total","Number","135"
"2019W08","Cyprus","Males","Number","79"
"2019W08","Cyprus","Females","Number","56"
"2019W08","Latvia","Total","Number","596"
"2019W08","Latvia","Males","Number","295"
"2019W08","Latvia","Females","Number","301"
"2019W08","Lithuania","Total","Number","831"
"2019W08","Lithuania","Males","Number","387"
"2019W08","Lithuania","Females","Number","444"
"2019W08","Luxembourg","Total","Number","89"
"2019W08","Luxembourg","Males","Number","46"
"2019W08","Luxembourg","Females","Number","43"
"2019W08","Hungary","Total","Number","2 888"
"2019W08","Hungary","Males","Number","1 397"
"2019W08","Hungary","Females","Number","1 491"
"2019W08","Malta","Total","Number","88"
"2019W08","Malta","Males","Number","51"
"2019W08","Malta","Females","Number","37"
"2019W08","Netherlands","Total","Number","3 223"
"2019W08","Netherlands","Males","Number","1 531"
"2019W08","Netherlands","Females","Number","1 692"
"2019W08","Austria","Total","Number","1 752"
"2019W08","Austria","Males","Number","844"
"2019W08","Austria","Females","Number","908"
"2019W08","Poland","Total","Number","8 717"
"2019W08","Poland","Males","Number","4 420"
"2019W08","Poland","Females","Number","4 297"
"2019W08","Portugal","Total","Number","2 546"
"2019W08","Portugal","Males","Number","1 221"
"2019W08","Portugal","Females","Number","1 325"
"2019W08","Romania","Total","Number","5 344"
"2019W08","Romania","Males","Number","2 802"
"2019W08","Romania","Females","Number","2 542"
"2019W08","Slovenia","Total","Number","480"
"2019W08","Slovenia","Males","Number","238"
"2019W08","Slovenia","Females","Number","242"
"2019W08","Slovakia","Total","Number","1 254"
"2019W08","Slovakia","Males","Number","607"
"2019W08","Slovakia","Females","Number","647"
"2019W08","Finland","Total","Number","1 058"
"2019W08","Finland","Males","Number","520"
"2019W08","Finland","Females","Number","538"
"2019W08","Sweden","Total","Number","1 820"
"2019W08","Sweden","Males","Number","941"
"2019W08","Sweden","Females","Number","879"
"2019W08","United Kingdom","Total","Number","12 845"
"2019W08","United Kingdom","Males","Number","6 392"
"2019W08","United Kingdom","Females","Number","6 453"
"2019W08","Iceland","Total","Number","41"
"2019W08","Iceland","Males","Number","17"
"2019W08","Iceland","Females","Number","24"
"2019W08","Liechtenstein","Total","Number","8"
"2019W08","Liechtenstein","Males","Number","6"
"2019W08","Liechtenstein","Females","Number","2"
"2019W08","Norway","Total","Number","828"
"2019W08","Norway","Males","Number","374"
"2019W08","Norway","Females","Number","454"
"2019W08","Switzerland","Total","Number","1 527"
"2019W08","Switzerland","Males","Number","711"
"2019W08","Switzerland","Females","Number","816"
"2019W08","Montenegro","Total","Number","170"
"2019W08","Montenegro","Males","Number","97"
"2019W08","Montenegro","Females","Number","73"
"2019W08","Albania","Total","Number","520"
"2019W08","Albania","Males","Number","272"
"2019W08","Albania","Females","Number","248"
"2019W08","Serbia","Total","Number","2 359"
"2019W08","Serbia","Males","Number","1 190"
"2019W08","Serbia","Females","Number","1 169"
"2019W08","Andorra","Total","Number","9"
"2019W08","Andorra","Males","Number","3"
"2019W08","Andorra","Females","Number","6"
"2019W08","Armenia","Total","Number","567"
"2019W08","Armenia","Males","Number","292"
"2019W08","Armenia","Females","Number","275"
"2019W08","Georgia","Total","Number","983"
"2019W08","Georgia","Males","Number","520"
"2019W08","Georgia","Females","Number","463"
"2019W09","Belgium","Total","Number","2 428"
"2019W09","Belgium","Males","Number","1 166"
"2019W09","Belgium","Females","Number","1 262"
"2019W09","Bulgaria","Total","Number","2 275"
"2019W09","Bulgaria","Males","Number","1 162"
"2019W09","Bulgaria","Females","Number","1 113"
"2019W09","Czechia","Total","Number","2 313"
"2019W09","Czechia","Males","Number","1 160"
"2019W09","Czechia","Females","Number","1 153"
"2019W09","Denmark","Total","Number","1 090"
"2019W09","Denmark","Males","Number","531"
"2019W09","Denmark","Females","Number","559"
"2019W09","Germany (until 1990 former territory of the FRG)","Total","Number","20 790"
"2019W09","Germany (until 1990 former territory of the FRG)","Males","Number",":"
"2019W09","Germany (until 1990 former territory of the FRG)","Females","Number",":"
"2019W09","Estonia","Total","Number","331"
"2019W09","Estonia","Males","Number","152"
"2019W09","Estonia","Females","Number","179"
"2019W09","Greece","Total","Number","2 769"
"2019W09","Greece","Males","Number","1 424"
"2019W09","Greece","Females","Number","1 345"
"2019W09","Spain","Total","Number","8 920"
"2019W09","Spain","Males","Number","4 540"
"2019W09","Spain","Females","Number","4 380"
"2019W09","France","Total","Number","13 363"
"2019W09","France","Males","Number","6 535"
"2019W09","France","Females","Number","6 828"
"2019W09","Croatia","Total","Number","1 031"
"2019W09","Croatia","Males","Number","471"
"2019W09","Croatia","Females","Number","560"
"2019W09","Italy","Total","Number","14 605"
"2019W09","Italy","Males","Number","6 978"
"2019W09","Italy","Females","Number","7 627"
"2019W09","Cyprus","Total","Number","141"
"2019W09","Cyprus","Males","Number","71"
"2019W09","Cyprus","Females","Number","70"
"2019W09","Latvia","Total","Number","572"
"2019W09","Latvia","Males","Number","265"
"2019W09","Latvia","Females","Number","307"
"2019W09","Lithuania","Total","Number","783"
"2019W09","Lithuania","Males","Number","370"
"2019W09","Lithuania","Females","Number","413"
"2019W09","Luxembourg","Total","Number","90"
"2019W09","Luxembourg","Males","Number","45"
"2019W09","Luxembourg","Females","Number","45"
"2019W09","Hungary","Total","Number","2 909"
"2019W09","Hungary","Males","Number","1 435"
"2019W09","Hungary","Females","Number","1 474"
"2019W09","Malta","Total","Number","107"
"2019W09","Malta","Males","Number","54"
"2019W09","Malta","Females","Number","53"
"2019W09","Netherlands","Total","Number","3 066"
"2019W09","Netherlands","Males","Number","1 462"
"2019W09","Netherlands","Females","Number","1 604"
"2019W09","Austria","Total","Number","1 767"
"2019W09","Austria","Males","Number","830"
"2019W09","Austria","Females","Number","937"
"2019W09","Poland","Total","Number","8 620"
"2019W09","Poland","Males","Number","4 381"
"2019W09","Poland","Females","Number","4 239"
"2019W09","Portugal","Total","Number","2 441"
"2019W09","Portugal","Males","Number","1 183"
"2019W09","Portugal","Females","Number","1 258"
"2019W09","Romania","Total","Number","5 508"
"2019W09","Romania","Males","Number","2 855"
"2019W09","Romania","Females","Number","2 653"
"2019W09","Slovenia","Total","Number","471"
"2019W09","Slovenia","Males","Number","235"
"2019W09","Slovenia","Females","Number","236"
"2019W09","Slovakia","Total","Number","1 208"
"2019W09","Slovakia","Males","Number","624"
"2019W09","Slovakia","Females","Number","584"
"2019W09","Finland","Total","Number","1 069"
"2019W09","Finland","Males","Number","513"
"2019W09","Finland","Females","Number","556"
"2019W09","Sweden","Total","Number","1 772"
"2019W09","Sweden","Males","Number","827"
"2019W09","Sweden","Females","Number","945"
"2019W09","United Kingdom","Total","Number","12 451"
"2019W09","United Kingdom","Males","Number","6 136"
"2019W09","United Kingdom","Females","Number","6 315"
"2019W09","Iceland","Total","Number","47"
"2019W09","Iceland","Males","Number","23"
"2019W09","Iceland","Females","Number","24"
"2019W09","Liechtenstein","Total","Number","5"
"2019W09","Liechtenstein","Males","Number","2"
"2019W09","Liechtenstein","Females","Number","3"
"2019W09","Norway","Total","Number","820"
"2019W09","Norway","Males","Number","408"
"2019W09","Norway","Females","Number","412"
